449 1 0 0 0 0 0 0 1 0  2  0.00 25.00  3.00  4.87   3.5   .   0   3.0 2  6.00 18.00   .     .     .    4  4 1 1 110792  . 15.00 15.00  5.00  5.00  52.0  0.25 0 2  6.00 18.00  0.97  0.84  0.73  3  3    
450 1 0 0 0 0 0 0 1 0  0  2.00 21.00  3.00  4.75  13.0  0.15 0  50.0 2  6.50 16.50  0.97  0.82  0.84  3  3 1 1 111892  2 27.50  8.00  3.00  4.75  13.0  0.25 1 2  6.00 18.00  0.91  0.84  0.86  3  3    
454 2 1 0 0 0 0 0 1 0  0  1.00  9.00  3.00  4.50   4.0  0.15 0    .  2 11.00 10.00  0.94  0.73  2.53  4  3 1 1 111292  .  0.00 18.00  5.00  5.00  13.0  0.25 0 1 11.00 11.00  0.94  0.73  2.64  4  3    
459 3 1 0 0 0 0 0 1 0  0  5.00 20.00  3.00  4.25  13.0  0.37 0    .  2  6.00 16.00  1.05  0.90  0.94  5  . 2 1 122292  1  0.00 20.00  5.00  4.35  28.0  0.15 1 2  7.00 15.00  1.01  1.01  0.89  4  2    
466 4 0 0 0 0 0 0 1 0  2  8.00 17.50  4.00  4.75  17.0  0.30 1  65.0 3 10.50 11.50  0.94  0.80  0.94  2  2 1 1 111892  5 14.00 12.00  3.00   .    52.0   .   0 1 10.50 11.50  0.94   .     .    2  2    
471 1 0 0 0 0 0 0 1 0  2 25.00 20.00  4.00  4.25  26.0   .   0  50.0 2  6.00 18.00  0.97  0.84  0.91  2  2 1 1 111692  . 12.00 23.00  3.00  4.25  26.0  0.15 0 2  6.00 18.00  0.97  0.86  0.91  3  1    
472 1 0 0 0 0 0 0 1 0  2 37.50  2.00  3.00  4.25  52.0   .   0  80.0 2  6.50 16.50  0.97  1.05  0.91  3  3 1 1 110792  .  8.00 25.00  3.00  4.90  13.0  0.18 0 2  6.00 17.00  0.96  0.84  0.91  3  3    
473 1 0 0 0 0 0 0 1 0  0  5.00 27.00  4.00  4.75  26.0  0.50 1  50.0 2  6.00 17.00  0.97  0.86  0.89  3  2 1 1 111792  1 26.00 15.00  2.00  4.50  19.0  0.13 0 2  6.00 17.00  0.97  0.84  0.86  3  3    
475 1 0 0 0 0 0 0 1 0  1 25.00  8.00  3.00  4.50    .    .   0  60.0 1  7.00 15.00  1.02  0.89  0.90  3  3 1 1 110792  . 10.00 16.00  3.00  4.50  26.0  0.15 0 1  7.00 15.00  1.02  0.94  0.90  3  3    
476 1 0 0 0 0 0 1 0 0  2  6.00 30.00  3.00  4.25  52.0  0.12 0  60.0 2  6.00 18.00  0.95  0.79  0.91  3  3 1 1 111792  1  5.00 30.00  3.00  4.75  52.0  0.20 0 2  6.00 18.00  0.96  0.84  1.18  3  3    
477 1 0 0 0 0 0 0 1 0  1  8.00 28.00  4.00  4.25  39.0  0.12 1  50.0 2  6.50 16.50  0.97  0.78  0.99  3  3 1 1 110792  .  6.00 20.00  4.00  6.25  26.0  0.50 0 2  6.00 17.00  0.96  0.84  0.89  3  3    
478 1 0 0 0 0 0 1 0 0  0 32.00 25.00  4.00  4.50  13.0  0.22 0  30.0 2  6.00 19.00  0.97  0.86  0.91  3  3 2 1 122292  1  8.00 30.00  4.00  4.35  13.0  0.25 0 2  6.00 18.00  1.01  0.88  0.91  3  2    
485 2 1 0 0 0 0 0 1 0  2  1.00  9.00  3.00  4.50  26.0  0.37 0  80.0 2 11.00 10.00  0.95  0.74  2.33  4  3 1 1 111292  .  4.00 12.00  3.00  4.50  19.0   .   0 2 11.00 11.00  1.01  0.73  2.32  4  3    
491 3 0 0 0 0 0 0 1 0  0  4.00 25.00  2.00  4.50  13.0  0.37 0 100.0 2  8.50 13.00  1.05  0.91  0.95  3  2 2 3 123092  3  0.00  0.00  0.00   .      .    .   . .   .     .     .     .     .    .  .    
492 3 1 0 0 0 0 0 1 0  0  2.00 16.00  3.00  4.50  13.0  0.25 0  75.0 2  9.00 12.50  1.11  1.05  0.94  2  1 1 1 111192  .  4.00 15.00  2.00  4.50  19.0  0.10 0 2  9.00 12.50  1.11  1.11  1.05  2  1    
497 4 1 0 0 0 0 0 1 0  0 12.00 15.00  3.00  4.50  13.0  0.15 1  37.0 2 10.00 12.00  0.91  0.84  0.84  2  2 1 1 111392  .   .     .    5.00   .      .    .   0 2 10.00 12.00  1.01  0.90  0.79  2  2    
498 4 1 0 0 0 0 0 1 0  2 20.00 10.00  3.00  4.75  26.0  0.10 1  75.0 2 10.00 12.00  0.91  0.84  0.85  2  2 1 1 111792  2 21.00  5.50  3.00  5.00  26.0   .   1 2 10.00 12.00  0.98  0.84  0.90  2  2    
501 1 0 0 0 0 0 0 1 0  0 14.00 15.00  3.00  4.25   4.0  0.37 1  63.0 2  6.50 16.50  0.84  0.84  0.94  3  3 1 1 111792  2 30.00 15.00  6.00  4.75   4.0  0.35 1 1  6.00 18.00  1.03  0.91  0.91  3  3    
503 1 0 0 0 0 0 0 1 0  2  7.50 14.00  4.00  4.75    .   0.12 0 100.0 2  6.50 16.50  0.97  0.84  0.91  3  3 1 1 110792  . 35.00  6.50  3.00  4.50  13.0  0.15 0 2  6.00 18.00  0.97  0.84  1.00  3  3    
510 3 1 0 0 0 0 0 1 0  0  7.00 25.00  4.00  4.25  26.0  0.25 0  60.0 2  6.00 16.00  1.05  0.91  1.05  3  3 1 1 111892  2  2.50 17.50  3.00   .    13.0   .   1 2  7.00 15.00  1.05  1.01   .    5  3    
511 3 1 0 0 0 0 0 1 0  0  4.00 16.00  3.00  4.75   9.0  0.15 0  75.0 2  6.00 16.50  1.01  0.91  1.05  4  4 1 1 111192  .  3.00 13.00  3.00  4.75    .    .   0 2  7.00 15.00  1.01  1.01  0.89  6  2    
514 3 0 0 0 0 0 0 1 0  0  5.00 20.00  3.00  4.50  26.0  0.25 0  25.0 2  6.00 16.00  0.94  0.90  0.94  5  3 1 1 111192  1 23.00 16.00  3.00  4.25  10.0  0.20 0 2  6.00 16.00  0.95  0.95  1.05  6  4    
516 3 1 0 0 0 0 0 1 0  2  6.00 22.50  3.00  4.75  13.0  0.12 0  23.0 3  6.00 16.00  1.05  0.91  1.05  4  3 1 1 111692  .  2.00 12.00  2.00  4.91  14.0  0.18 1 2  8.00 14.00  1.01  0.95  0.89  5  3    
521 1 0 0 0 0 0 1 0 0  0  2.50 20.00  3.00  4.25  13.0   .   1  50.0 2  6.50 16.50   .     .    0.52  4  4 1 1 110792  .  0.00 12.00  8.00  4.40  13.0  0.13 1 2  7.00 16.00  0.41  0.84  0.89  4  2    
522 1 0 0 0 0 0 1 0 0  2  2.00 30.00  4.00  4.35  26.0  0.20 0  75.0 3  7.00 16.00  1.00  0.87  0.94  3  3 1 1 110792  .  3.00 23.00  3.00  4.25  26.0  0.15 0 3  7.00 16.00  1.00  0.74  0.95  3  3    
113 1 0 1 0 1 0 0 0 0  0  0.00 22.00  4.00   .      .    .   1    .  2  7.00 16.00  1.06  0.95  1.00  4  . 1 1 111092  .  2.00 40.00  5.00  5.05  26.0  0.28 1 2  7.00 16.00  1.05  0.90  0.98  3  2    
123 1 0 1 0 1 0 0 0 0  0  0.00 20.00  5.00   .    13.0   .   0  28.0 2  7.00 14.50  1.06  0.95  1.01  2  1 1 1 111092  .  5.00 25.00  4.00  5.05  26.0  0.15 0 3  7.50 14.00  1.05  0.94  1.00  3  2    
135 3 0 1 0 1 0 0 0 0  0 10.00 20.00  4.00   .    26.0   .   0    .  0  9.00 12.50   .     .     .    5  3 1 1 111692  .  8.00 24.00  3.00  5.05    .   0.25 0 2 10.00 11.50  1.16  1.06  1.05  5  3    
138 3 1 1 0 0 1 0 0 0  0  4.50 25.50  2.00   .      .    .   1    .  2 10.00 11.50  1.12  1.07  1.06  6  . 1 1 111692  .  2.00 33.00  3.00  5.05  26.0  0.20 0 2 10.00 11.50  1.21  1.01  0.94  6  4    
153 1 0 1 0 0 1 0 0 0  0  0.00 25.00  9.00   .    52.0  0.15 0  33.0 1  7.00 17.00  1.00  0.95  0.89  4  3 1 1 111092  . 26.50 10.00  3.00  5.05  26.0  0.15 0 2  7.00 17.00  1.05  0.95  0.95  3  2    
181 2 0 1 0 0 1 0 0 0  0  0.00 13.00  3.00   .      .    .   0 100.0 1 10.50 11.00  0.91  0.79  2.34  3  2 1 1 111192  .  1.00 15.00  2.00  5.05    .   0.25 0 1 10.50 11.00  0.95  0.90  2.49  3  2    
191 4 0 1 0 0 1 0 0 0  0 30.00 20.00  4.00   .      .    .   0    .  2 10.50 12.00  1.06  0.95  1.06  .  1 1 1 111792  1  0.00 25.00  4.00  5.05   6.0  0.25 1 2 10.50 12.00  1.02  0.94  1.05  2  2    
231 1 0 1 0 0 1 0 0 0  1   .   10.00  3.00   .    26.0   .   0    .  2  7.00 16.00  1.02  1.02  0.95  2  2 1 1 111092  . 16.00  6.00  4.00  5.05   4.0  0.25 0 1  7.00 16.00  0.90  0.95  0.95  3  1    
236 1 0 1 0 0 1 0 0 0  3  0.00 34.00  4.00   .    17.0   .   0  95.0 1  7.00 17.00  1.18  1.02  1.06  4  3 1 1 111792  2 23.00 22.00  4.00  5.05   8.0  0.28 1 1  7.00 18.00  1.10  1.01  0.99  4  3    
254 4 0 1 1 0 0 0 0 1  0 20.00 10.00  3.00   .    16.0   .   0    .  1  7.00 16.00  1.06  0.86  1.06  2  2 1 1 111492  1 28.00 10.00  3.00  5.25   8.0  0.20 1 1  7.00 15.00  1.00  0.85  1.05  2  2    
255 4 0 1 1 0 0 0 0 0  2  0.00 14.00  3.00   .    52.0  0.27 1  10.0 1  7.00 14.00  1.01  0.79  0.85  2  2 1 1 111392  .  8.00 12.00  2.00   .    52.0  0.14 0 1  7.00 14.00  1.00  0.85  2.11  2  2    
294 1 0 1 0 0 1 0 0 0  3  0.00 35.00  3.00   .    26.0  0.20 0  70.0 2  7.00 16.00  1.06  0.95  0.95  3  3 1 1 110992  .  0.00 35.00  3.00  5.05  26.0  0.20 0 2  7.00 16.00  1.05  0.94  0.94  3  2    
306 3 1 1 0 0 1 0 0 0  0 15.00 15.00  3.00   .    17.0   .   0    .  2  6.00 17.00  1.02   .    1.06  4  4 1 1 111792  1  6.00 20.00  3.00  5.05  26.0  0.23 0 2  6.00 18.00  1.11  1.05  1.05  .  2    
311 4 0 1 0 0 1 0 0 0  2  0.00 30.00  4.00   .    26.0  0.32 1  78.0 2 10.50 11.50  0.91  0.91  1.06  2  2 1 1 111392  . 35.00 30.00  3.00  5.05    .   0.20 0 2 10.50 11.50  1.01  0.95  1.05  2  2    
315 1 0 1 1 0 0 0 0 0  0  5.00 19.00  2.00   .     4.0  0.25 1  65.0 3  7.00 16.00  1.00  0.85  0.88  3  2 1 1 110992  .  4.50 20.00  2.00  5.05   8.0  0.08 0 2  7.00 16.00  1.05  0.84  0.87  3  2    
335 1 1 1 1 0 0 0 0 0  0  9.00 10.00  3.00   .    13.0  0.17 0 100.0 1  6.00 17.00  1.06  0.92  0.92  5  2 1 1 111892  3  7.00 13.00  3.00  5.05  26.0  0.13 0 1  6.00 17.00  1.05  0.94  0.94  5  2    
372 1 1 1 0 0 1 0 0 0  2  0.00 45.00  5.00   .    26.0  0.15 1  30.0 3  6.50 19.00  1.10  0.95  1.10  4  . 1 1 111792  1 30.00 20.00  5.00  5.05   8.0  0.08 0 2  6.50 18.50  1.06  1.05  1.04  4  3    
  6 3 1 1 0 1 0 0 0 0  2  2.00  2.00  2.00  5.00  13.0  0.25 0 100.0 1 11.00  7.00  1.20  1.17  2.35  4  2 1 1 111792  1  5.00  2.00  2.00  5.05  13.0  0.15 0 1 10.00  8.00  1.11  1.01  2.23  4  2    
 14 2 0 1 0 1 0 0 0 0  0 10.00  8.00  2.00  5.12   6.0  0.25 0   0.0 3 11.00 11.00  1.06  0.85  2.49  6  5 1 1 110592  .  4.00 17.00  3.00  5.05  13.0  0.25 1 2 11.00 11.00  1.05  0.94  2.60  6  3    
 26 1 0 1 0 0 1 0 0 0  3 30.00 15.00  4.00  5.56   6.0   .   1    .  2  7.00 16.00  1.06  0.91  0.98  4  2 1 1 111792  2 10.00 20.00  4.00  5.05    .    .   0 2  7.00 16.00  1.01  0.94  0.94  5  4    
 27 2 1 1 0 1 0 0 0 0  2  4.00 10.00  4.00  5.00    .   0.37 0   0.0 1 11.00 10.00  1.06  0.85  2.34  4  3 1 1 111292  .  0.00  7.00  4.00  5.05  26.0  0.25 0 1 11.00 10.00  1.05  0.84  2.53  4  3    
 30 2 0 1 0 0 1 0 0 0  4  6.00  4.00  2.00  5.00  13.0  0.37 0   0.0 1 11.00 10.00  1.06  1.06  2.53  2  2 1 1 111292  .  4.00  3.00  2.00  5.05  19.0  0.25 1 1 11.00 10.00  0.94  0.92  2.69  2  2    
